SAMPLE ID,SIO2,TIO2,AL2O3,MNO,MGO,CAO,NA2O,K2O,P2O5,class
M198835,36.6,0.11,1.99,0.07,10.2,19.3,0.33,0.64,1.88,Non-sand
M198927,71.8,0.51,14.8,0.05,0.54,1.13,2.23,3.16,0.08,Non-sand
M200341,43.5,2.32,15.5,1.88,2.38,1.49,1.83,3.58,0.83,Non-sand
M200342,3.84,0.16,0.83,0.23,0.41,42.2,0.83,0.17,26.3,Non-sand
M200345,6.9,0.35,1.74,0.54,0.44,46.2,0.7,0.61,28.9,Non-sand
M200347,44,1.38,13.4,0.72,2.22,6.09,2.13,4.21,3.48,Non-sand
M200350,44.3,1.99,12.7,0.25,2.67,0.53,3.1,2.57,0.24,Non-sand
M200351,36.7,2.66,13.6,0.1,2.53,0.44,1.78,1.55,0.24,Non-sand
M200352,14,0.45,3.64,0.24,0.89,37,1.37,0.87,23.2,Non-sand
M200354,38.6,3.5,12.9,0.31,4.38,6.99,3.53,1.31,0.38,Non-sand
M203144,17.9,0.21,2.97,0.03,14.8,24.8,0.67,0.86,2.17,Non-sand
M203145,64.5,0.72,9.7,0.02,1.79,4.36,1.86,3.05,1.13,Non-sand
M203146,28.3,0.29,4.59,0.01,1.04,30.6,0.75,1.62,20.8,Non-sand
M203147,37.8,0.36,5.91,0.01,1.18,20.7,0.71,1.95,13.3,Non-sand
M203148,55.1,0.68,11.1,0.06,0.19,7.62,2.16,2.69,5.03,Non-sand
M203150,59.7,0.76,11.3,0.14,2.66,5.28,2.79,2.08,0.33,Non-sand
M203151,36.7,0.48,9.73,0.01,1.69,14,0.78,2.57,6.23,Non-sand
M203153,53.5,0.62,10.2,0.03,0.59,10.4,1.26,2.44,6.72,Non-sand
M203155,64.9,0.73,10.5,0.02,0.36,3.38,1.66,2.57,2.17,Non-sand
M203156,33.9,0.43,8.34,0.01,0.69,18.3,0.7,2.14,12.9,Non-sand
M203159,63.8,0.69,10.1,0.03,0.2,6.4,1.66,2.32,4.67,Non-sand
M203161,31.5,0.52,4.37,0.03,0.39,15.1,0.68,1.1,11.8,Non-sand
M203163,59.4,0.69,9.23,0.02,0.55,6.92,1.32,2.29,4.39,Non-sand
M203165,59.8,0.66,9.31,0.23,2.68,6.66,1.86,1.85,1.8,Non-sand
M203168,46.7,0.44,6.4,0.04,0.4,18,0.89,1.6,12.5,Non-sand
M203170,20,0.22,3.53,0.01,0.46,35.6,0.36,0.86,24.9,Non-sand
M203172,42.1,0.45,6.28,0.04,0.42,23.7,0.97,1.16,16.8,Non-sand
M203176,73.3,0.8,11.4,0.23,0.72,0.74,1.18,2.35,0.54,Non-sand
M147694,85.4,0.18,2.83,0.15,1.03,0.15,0.6,0.82,0.06,Non-sand
M148149,51.1,0.5,10.7,0.08,4.75,7.65,1.94,2.05,0.14,Non-sand
W171559,61.4,0.47,10.8,0.28,4.8,3.6,2,2,0.09,Non-sand
W171753,60,0.95,18.8,0.04,2.5,0.4,2.6,2.9,0.22,Non-sand
W171904,71.3,0.67,13.6,0.21,1,0.78,4.4,1.9,0.18,Non-sand
W173336,63.5,0.86,15.7,0.09,2.1,1.2,2.7,1.6,0.45,Non-sand
W173340,56.6,1.2,18.5,0.08,3.5,0.85,2.7,2.2,0.14,Non-sand
W173504,52.3,0.36,9.4,0.08,1.9,13.9,2.1,2,7.7,Non-sand
W173505,57.2,0.33,9.8,0.07,1.3,11,1.7,1.7,7.3,Non-sand
W176309,65.1,0.81,16.3,0.13,2,2.2,2.1,2.4,0.17,Non-sand
W176315,61.1,0.88,17.7,0.16,2.5,2.2,2.1,2.1,0.18,Non-sand
W176316,61,1,17.1,0.17,2.5,2.3,2.3,1.7,0.21,Non-sand
W176317,61.9,0.73,17.3,0.16,2.4,2.1,2,2,0.16,Non-sand
W176318,63.6,0.86,17,0.15,2.2,1.9,1.8,2.5,0.21,Non-sand
W176323,63.9,0.52,17.4,0.12,2.3,1.3,1.3,2.6,0.14,Non-sand
W176330,60.3,0.69,17.9,0.18,2.7,2.6,2.8,1.1,0.14,Non-sand
W176334,56.5,1.1,16.5,0.25,3.2,4.5,2.2,0.14,0.46,Non-sand
W179917,55.6,1,18.5,0.18,2,0.93,0.51,3,0.23,Non-sand
W179919,52,0.98,21.1,0.09,1.5,0.56,0.15,2.9,0.25,Non-sand
W179929,55,0.98,20.3,0.12,1.8,0.76,0.69,3.1,0.21,Non-sand
W191345,61.9,0.57,10.5,0.02,1.5,1.3,1.5,1.8,0.36,Non-sand
W191353,61.2,0.61,12,0.03,2.4,1.6,1.4,1.8,0.33,Non-sand
W191357,62.5,0.56,9.9,0.02,1.2,0.94,1.1,1.8,0.35,Non-sand
W191364,68.6,0.5,8.9,0.04,0.88,1.2,1.1,2,0.21,Non-sand
W193513,4.3,0.04,0.88,0.02,17,33.7,0.09,0.27,3.4,Non-sand
W193518,55,0.64,11,0.01,1.1,9.6,0.21,3.9,5.9,Non-sand
W193520,34.1,0.31,3.9,0.01,5.3,25.2,0.29,1.4,12.1,Non-sand
W193529,33.6,0.32,4.3,0.01,9.2,22.1,0.23,1.4,5.5,Non-sand
W193530,28.1,0.31,4.7,0.01,0.98,30.3,0.62,1.6,21.3,Non-sand
W197419,81,0.16,6.1,0.03,0.62,2.1,1.4,2,0.06,Non-sand
W197426,48.9,0.34,9.5,0.04,4.6,9.8,3,4.8,0.1,Non-sand
W197427,62,0.11,14.1,0.02,0.26,0.77,4.4,6.3,0.04,Non-sand
W197664,54.3,0.53,4.8,0.02,0.87,18,0.66,1.2,0.44,Non-sand
W197665,81,0.43,4,0.01,0.52,4.9,0.76,1.3,0.18,Non-sand
W197666,70.9,0.59,6.9,0.01,1.3,5.8,0.86,1.2,0.19,Non-sand
W197667,65.9,0.56,8.6,0.01,1.4,6.3,0.97,1.4,0.3,Non-sand
W197668,62.8,0.44,5.4,0.01,0.63,13.9,0.76,1.7,0.65,Non-sand
W197827,54.1,1.3,15.7,0.16,5,7.5,3,1.5,0.66,Non-sand
W201740,70.7,0.5,11.7,0.02,2.1,0.66,1.1,2.8,0.09,Non-sand
W201742,52.2,0.68,13.5,0.06,3.9,6.1,1.3,3.4,0.26,Non-sand
W201743,58.7,0.65,14.2,0.06,4,1.9,1.7,3.5,0.23,Non-sand
W202228,67.4,0.57,12.2,0.04,2.3,1.25,2.5,2.02,0.16,Non-sand
W202229,74.5,0.4,8,0.04,1.8,1.05,2,1.26,0.16,Non-sand
W202232,68.6,0.34,7,0.02,1,1.88,2.5,1.44,0.97,Non-sand
W202234,79,0.44,8.7,0.01,0.7,0.18,0.6,1.34,0.06,Non-sand
W202235,66.4,0.56,11.9,0.03,2.3,1.51,1.8,1.89,0.14,Non-sand
W223077,46.2,0.62,14.6,0.12,5.2,9.5,2.6,3.4,0.18,Non-sand
W232444,55.1,0.45,17,0.21,2.4,5.1,8.2,1,0.15,Non-sand
W232445,46.7,0.7,17.4,0.06,2.7,2.2,4.9,2.8,0.19,Non-sand
W232446,49.9,0.58,13.4,0.2,3.3,7,5.5,1.3,0.16,Non-sand
W232455,51.5,0.82,20.7,0.06,3.6,0.76,2.3,5.3,0.23,Non-sand
W232456,52.8,0.73,17.1,0.16,3.7,3.7,4.1,3.3,0.2,Non-sand
W236455,66.6,0.51,18,0.06,1.2,0.67,1.7,3.2,0.14,Non-sand
W239545,64.5,0.9,16.1,0.09,2.3,1.11,2.01,2.43,0.26,Non-sand
W248527,61,0.91,18,0.17,2.58,1.5,1.98,2.9,0.15,Non-sand
226127,71.36,0.7,13.64,0.07,0.83,2.54,2.51,2.99,0.17,Non-sand
226128,69.93,0.27,19.35,0.04,0.7,0.39,0.62,5.85,0.06,Non-sand
234673,68.2,0.41,12.14,0.22,2.61,4.23,1.34,1.35,0.1,Non-sand
234674,60.8,0.28,7.29,0.1,0.74,13.84,0,0.42,0.15,Non-sand
939-90-21,73.88,0.67,12.05,0.03,1.7,0.23,1.53,2.43,0.19,Non-sand
AM23,66.2,0.52,15.8,0.08,2.61,4.48,2.41,1.62,0.09,Non-sand
C101807,69.7,0.47,11.6,0.88,1.71,0.29,1.41,2.44,0.16,Non-sand
C183658,68.4,0.608,11.6,0.11,3.87,1.52,2.02,2.34,0.12,Non-sand
C183659,63.2,0.703,12.3,0.12,5.23,2.83,1.72,2.37,0.23,Non-sand
C183660,70,0.526,12.1,0.08,2.28,1.83,2.16,1.97,0.13,Non-sand
C210675,71.5,0.63,13.4,0.03,2.15,0.3,2.57,1.97,0.13,Non-sand
D118673,71.1,0.55,5.7,0.19,0.5,7.2,0.38,0.88,0.18,Non-sand
D118683,71.7,0.56,6,0.19,0.6,5.9,0.42,0.9,0.21,Non-sand
D120204,74,0.49,7.7,0.06,1.5,1.6,0.25,3.4,0.74,Non-sand
D120210,71,0.7,15.8,0.03,1.1,0.48,0.13,6.3,0.08,Non-sand
D120212,55.2,0.68,16.2,0.03,3.1,4.9,0.32,5.9,0.08,Non-sand
D120216,77.4,0.13,8.4,0.03,0.26,4.3,2,1.4,0.1,Non-sand
D120218,68.1,0.75,15.7,0.03,1,0.34,0.43,6.4,0.1,Non-sand
D120219,70.7,0.59,12.5,0.06,0.25,0.76,0.43,9.1,0.15,Non-sand
D120220,58.7,0.27,4.8,0.02,0.43,14.5,0.21,3,10.1,Non-sand
D120222,52.5,0.83,22.6,0.03,0.98,3.8,0.2,5.9,0.12,Non-sand
D120224,66.1,0.9,16.4,0.03,1.7,1.5,0.35,7,0.74,Non-sand
D120227,57.7,2.9,7.4,0.06,5.1,10.5,2.8,1.1,0.55,Non-sand
D120229,65,0.55,17.5,0.06,0.31,0.24,0.58,4.6,0.12,Non-sand
D120232,62,0.75,14.6,0.06,2.6,1.2,0.19,5.7,0.53,Non-sand
D120238,67.4,0.78,15.5,0.02,1.6,0.52,0.9,3.5,0.12,Non-sand
D120241,69.6,0.55,6.5,0.06,2,1.8,0.15,2.9,0.42,Non-sand
D120244,52.5,0.17,6.4,0.02,0.72,16.9,0.03,4.7,0.3,Non-sand
D120245,52.4,0.15,6.4,0.03,0.86,16.1,0.16,4.6,0.28,Non-sand
D120247,71.2,0.73,16.6,0.03,1,0.02,0.02,5.9,0.08,Non-sand
D120248,56.7,0.68,16.5,0.03,2.2,5.1,0.16,5.9,0.08,Non-sand
D120253,58,0.66,13.1,0.02,3.2,6.4,0.37,5.3,0.1,Non-sand
D120254,78.9,0.37,8.9,0.02,1.1,0.78,0.13,1.7,0.21,Non-sand
D120255,64.5,0.73,16.2,0.02,1.6,0.13,0.13,6.1,0.13,Non-sand
D120258,19.4,0.43,5,0.06,14.7,20.9,0.35,3.2,0.06,Non-sand
D120259,52.6,0.9,13,0.08,2,12.2,0.36,3.7,0.12,Non-sand
D120265,79.2,0.39,9.8,0.08,0.9,1.5,0.5,3.4,0.1,Non-sand
D120266,61.5,0.95,15.8,0.06,2.4,1.6,0.66,9.5,0.54,Non-sand
D120267,68.1,0.77,17.1,0.02,0.75,0.29,0.35,5.9,0.08,Non-sand
D120268,79,0.32,9.1,0.02,0.25,0.92,0.44,7,0.08,Non-sand
D120273,74.8,0.43,12,0.09,0.9,0.83,1.5,6,0.16,Non-sand
D120274,63.7,0.61,8.1,0.06,2.2,2.2,0.3,3.6,0.52,Non-sand
D120275,52.3,0.73,13.8,0.06,2.5,11.1,0.24,3.8,0.14,Non-sand
D120276,57.2,0.66,13.3,0.03,3.8,4.6,0.1,8.7,0.19,Non-sand
D120279,12.9,0.13,3.4,0.15,16.3,24.5,0.37,2,0.04,Non-sand
D120281,69.3,0.66,14.3,0.02,1.2,1.1,0.36,6.6,0.08,Non-sand
D120282,56.5,0.47,7.8,0.03,1.2,3.2,0.6,4.7,0.12,Non-sand
D120289,80.6,0.37,5.6,0.06,0.56,2,0.27,3.6,0.12,Non-sand
D120293,60,0.49,14,0.06,1.8,0.96,0.26,9.4,0.1,Non-sand
D120294,54.7,0.93,22.8,0.02,1.7,0.86,0.22,7.9,0.1,Non-sand
D120299,71.2,0.78,13.3,0.07,0.04,0.06,0.03,9.7,0.09,Non-sand
D120302,66.1,0.84,17.4,0.02,0.48,0.1,0.18,8.7,0.1,Non-sand
D120304,30,0.4,10,0.09,9,15.7,0.06,4.2,0.13,Non-sand
D120308,56.6,0.68,17.1,0.15,2.5,2.7,0.32,12.8,0.17,Non-sand
D120311,83.8,0.76,6.4,0.12,0.6,0.92,0.2,3.4,0.27,Non-sand
D120313,61.7,0.56,10.8,0.12,2.9,0.65,0.18,4.1,0.23,Non-sand
D120315,55.2,0.76,20.5,0.16,1.5,2,0.31,7.3,0.14,Non-sand
D120317,57.8,0.61,13.3,0.08,3.1,6,0.48,5.3,0.1,Non-sand
D120318,77.6,0.37,6.6,0.12,1.2,1,0.2,2.4,0.43,Non-sand
D120320,60.8,1,16.1,0.12,2.4,1.5,0.49,9.6,0.54,Non-sand
D120321,23.4,0.33,10.6,0.37,9.6,22.4,0.81,1.9,0.08,Non-sand
D120322,55.7,0.72,17.3,0.12,2.3,4.5,0.24,6.8,0.08,Non-sand
D120323,79.1,0.9,9.4,0.12,0.46,0.55,0.18,5.1,0.27,Non-sand
D120327,79.1,0.3,9.1,0.12,0.1,0.24,0.17,7.2,0.1,Non-sand
D120328,68.6,0.43,10.3,0.16,0.8,4.9,0.12,5.8,0.47,Non-sand
D120329,68.2,0.76,16.9,0.08,0.86,0.86,0.24,5.6,0.07,Non-sand
D120332,70.9,0.74,13.7,0.02,0.1,0.08,0.2,9.8,0.08,Non-sand
D120333,54.2,1.3,24.4,0.08,2.1,1.7,0.23,8.4,1,Non-sand
D120335,58.4,0.6,10.8,0.16,0.22,9.9,0.26,5.7,0.18,Non-sand
D120336,50.9,0.39,10.8,0.12,5.4,10.1,0.08,5.4,0.21,Non-sand
D120340,74.6,0.69,7.1,0.12,1.5,1.2,0.04,3.3,0.58,Non-sand
D120345,70.1,1.2,12,0.12,1.2,2.5,0.07,4.1,1.5,Non-sand
D120348,31.1,0.45,10,0.04,8.7,15.5,0.13,4.9,0.08,Non-sand
D120351,52.6,0.74,13.3,0.08,1.6,12.3,0.06,3.6,0.11,Non-sand
D120356,25,0.23,5.7,0.04,13.2,21.2,0.06,3.7,0.11,Non-sand
D120357,62.2,0.72,17.3,0.04,1.3,0.9,0.11,7.7,0.33,Non-sand
D120364,65.6,0.48,10.4,0.11,1.1,5.9,0.52,7.1,0.46,Non-sand
D120366,11.4,0.1,2.5,0.16,6.1,39.8,0.25,1.8,0.04,Non-sand
D120368,59.3,0.55,12.8,0.08,1.9,0.85,0.34,6.7,0.37,Non-sand
D120369,15.9,0.18,4,0.36,12.8,25.4,0.29,2,0.32,Non-sand
D120371,49.2,0.43,10.8,0.04,5.4,10.1,0.06,6.8,0.21,Non-sand
D120372,56,0.95,24.8,0.11,1.2,0.45,1.8,4.9,0.12,Non-sand
D120373,14,0.14,3.7,0.21,16.3,24.6,0.38,2.3,0.04,Non-sand
D120376,62.7,0.7,16.2,0.08,1.9,0.9,0.5,6.4,0.11,Non-sand
D120377,61.8,0.46,9.1,0.08,1.2,3,0.34,6.2,1.8,Non-sand
D120379,51.5,0.8,24.5,0.08,2.5,1.2,0.65,6.1,0.26,Non-sand
D120382,52.2,0.85,21.1,0.13,1.2,4.2,0.58,6.2,0.13,Non-sand
D120385,78.6,0.9,9.3,0.08,0.45,1.4,0.3,5.4,0.25,Non-sand
D120387,66.4,0.8,13.9,0.11,1.5,2.7,2.4,5.4,0.1,Non-sand
D120388,56.4,0.71,16.3,0.08,2.9,4.2,0.26,5.8,0.08,Non-sand
D120389,55.3,0.9,22.5,0.11,1.6,0.8,0.42,7.9,0.08,Non-sand
D120393,59.2,0.5,12.3,0.03,1.9,0.75,0.06,6.3,0.2,Non-sand
D120394,63.1,0.87,17.8,0.03,1.4,0.45,0.53,8.4,0.12,Non-sand
D120396,29.6,0.38,10.5,0.26,9.1,16.3,0.02,4.4,0.17,Non-sand
D120398,52.4,0.76,13.8,0.06,2.4,11.1,0.06,3.8,0.11,Non-sand
D120403,71.2,0.26,14.2,0.03,0.3,1.1,3.8,5.7,0.08,Non-sand
D120405,25.9,0.16,4.3,0.09,0.51,36.5,0.48,2.1,0.29,Non-sand
D120409,71.8,0.58,9.1,0.08,1,0.15,0.5,4.9,0.4,Non-sand
D120412,59.1,0.82,20.5,0.02,2.3,1.1,0.56,8.4,0.14,Non-sand
D120413,58,0.27,5,0.03,0.34,14.7,0.3,3,10.3,Non-sand
D120416,55.3,0.82,24,0.05,1.6,0.93,0.55,5.3,0.16,Non-sand
D120418,58.6,0.52,11.4,0.02,1.9,0.56,0.08,4.5,0.45,Non-sand
D120422,56,0.7,17.4,0.05,2.3,4.3,0.07,6.6,0.08,Non-sand
D120424,76.8,0.14,8.5,0.05,0.44,4.5,1.8,1.4,0.11,Non-sand
D120426,63.1,0.85,17.8,0.08,1.3,0.42,0.08,7.6,0.15,Non-sand
D120428,70.4,0.75,13.7,0.08,0.61,0.7,0.06,5,0.2,Non-sand
D120430,74.2,0.42,12.2,0.05,1,1.2,1.4,5.9,0.15,Non-sand
D120432,54.4,1.3,24.3,0.05,2.1,1.9,0.12,8,1.1,Non-sand
D120437,62.4,0.7,19.9,0.1,1.3,0.33,0.81,3.4,0.14,Non-sand
D120439,62.7,0.92,17.2,0.05,1.8,1,0.3,10.1,0.24,Non-sand
D120440,76.1,0.61,6.5,0.05,1.5,1.8,0.2,2.9,0.53,Non-sand
D120441,59.2,0.59,10.6,0.1,0.5,9.6,0.08,5.4,0.16,Non-sand
D120442,55.4,0.98,26.7,0.07,1.1,0.7,1.5,4.5,0.12,Non-sand
D120459,62.5,0.57,10.2,0.07,2.4,1.7,0.08,4.8,0.15,Non-sand
D120461,77,0.31,8.1,0.05,1.1,2.6,0.08,4.8,0.32,Non-sand
D120462,33.6,0.11,4.3,0.06,0.5,31.5,0.38,2.4,0.18,Non-sand
D120466,66.4,0.95,16.7,0.03,1.7,1.2,0.08,7.3,0.16,Non-sand
D120467,31.8,0.47,10.2,0.2,8.7,14.8,0.02,4.4,0.08,Non-sand
D120469,54.6,0.84,21,0.11,1.5,1.6,0.1,6.9,0.12,Non-sand
D120472,61.8,0.74,14.8,0.11,2.3,1.2,0.2,6.2,0.52,Non-sand
D120474,67.3,0.98,14.4,0.08,1.6,0.91,1.3,2.3,0.16,Non-sand
D120475,84,0.35,8,0.05,0.57,0.8,0.18,2.6,0.07,Non-sand
D120476,17,0.13,3.7,0.12,11.9,24.8,0.1,2.2,0.09,Non-sand
D120482,26,0.21,5.9,0.08,13.7,19.8,0.05,3.2,0.09,Non-sand
D120484,71.7,0.58,10.5,0.08,2,1.8,0.12,5.7,0.15,Non-sand
D120485,60.6,0.44,13.4,0.05,1.8,1.4,0.13,8.8,0.37,Non-sand
D120487,64.9,0.54,17.7,0.05,0.37,0.15,0.42,4.5,0.12,Non-sand
D120489,67,0.63,13.4,0.08,1.4,3.5,2.2,4.9,0.07,Non-sand
D120494,58.6,0.53,12.8,0.03,3.8,4.7,0.15,8.6,0.13,Non-sand
D120495,24.5,0.35,10.3,0.19,9.5,22.5,0.7,1.8,0.07,Non-sand
D120496,54.3,0.79,23.4,0.11,1.6,0.91,0.53,5.5,0.13,Non-sand
D120497,62.4,0.72,20,0.11,1.3,0.08,0.85,3.2,0.12,Non-sand
D120499,71.4,0.58,12.6,0.08,0.2,0.27,0.26,8.8,0.17,Non-sand
D120500,67.6,0.98,13.9,0.08,1.5,0.6,1.2,2.1,0.2,Non-sand
D120501,19.2,0.18,5.1,0.19,15.1,22.1,0.1,2.9,0.03,Non-sand
D120503,61.7,1,18.7,0.05,1.3,0.57,0.24,10,0.21,Non-sand
D120505,34.9,0.12,3.9,0.08,0.55,30.7,0.45,2.4,0.2,Non-sand
D120514,27,0.18,3.8,0.11,0.45,36.1,0.53,1.8,0.27,Non-sand
D120515,67.6,0.79,15.6,0.08,1.5,0.85,1.3,3.1,0.09,Non-sand
D120520,60.9,0.48,11.2,0.05,2.9,0.6,0.1,3.7,0.23,Non-sand
D120523,56.7,0.7,17.3,0.04,2.4,4.4,0.22,6.2,0.05,Non-sand
D120524,60,0.56,11.4,0.07,2,0.52,0.1,4.3,0.4,Non-sand
D120530,69.5,0.72,15.6,0.04,1,0.26,0.28,6.3,0.05,Non-sand
D120531,72.9,0.42,12,0.11,1.2,0.7,1.1,5.5,0.24,Non-sand
D120533,71.7,0.7,9.3,0.04,0.88,1.5,0.33,3,2,Non-sand
D120536,70,1.2,11.5,0.03,1,2.2,0.18,3.8,1.4,Non-sand
D120537,15.6,0.21,3.5,0.03,12.9,25.4,0.08,1.9,0.31,Non-sand
D120538,78.6,0.33,7.4,0.03,1,2.3,0.07,4.4,0.32,Non-sand
D120539,16.6,0.13,3.7,0.14,12.4,25,0.18,2.2,0.08,Non-sand
D121123,77.8,0.78,10.4,0.05,1.2,0.5,0.8,1.8,0.13,Non-sand
D121124,57.3,0.99,20.5,0.09,2.4,0.8,0.9,3.6,0.2,Non-sand
D121135,62.1,0.51,11.7,0.05,1.5,6.5,0.4,2.5,0.14,Non-sand
D121139,66.7,0.83,16,0.05,1.7,0.5,0.1,2.2,0.08,Non-sand
D121141,74.5,0.88,10.7,0.05,1.2,0.6,0.1,1.7,0.04,Non-sand
D121147,65.9,0.96,13.9,0.07,1.1,0.4,0.8,2,0.1,Non-sand
D121148,76.2,1,13.5,0.05,0.8,0.4,0.2,2.7,0.04,Non-sand
D121154,53.1,0.32,5.4,0.05,6.8,11.6,0.4,1.1,0.06,Non-sand
D121157,73.2,0.78,11.4,0.05,1.1,0.2,0.7,2.2,0.08,Non-sand
D121160,53.4,0.96,26.2,0.05,1.4,0.2,0.2,3.6,0.12,Non-sand
D121161,73.3,0.59,9.1,0.07,2.4,2.9,0.4,1.8,0.03,Non-sand
D121164,90.3,0.88,4.6,0.05,0.3,0.3,0.1,0.9,0.03,Non-sand
D121167,45.9,0.64,11.4,0.05,6.4,9.3,0.2,2.5,0.14,Non-sand
D121174,63.9,0.91,17.9,0.07,1.5,0.7,0.1,2.5,0.1,Non-sand
D121175,66.3,0.88,16,0.07,1,0.3,0.4,1.8,0.08,Non-sand
D121177,71.7,0.89,13,0.05,1.7,0.1,0.1,2.7,0.07,Non-sand
D121179,60,1,19.1,0.07,1.5,0.1,0.8,3.1,0.12,Non-sand
D121183,79.8,0.78,9.5,0.05,1,0.1,0.1,1.8,0.05,Non-sand
D121188,60,1.2,20.3,0.07,1.4,0.1,0.8,3.9,0.16,Non-sand
D121192,65.2,0.86,16,0.02,1.4,0.4,0.3,2.8,0.11,Non-sand
D121203,69.6,0.92,13.3,0.05,1.2,0.2,0.65,3.1,0.09,Non-sand
D121205,79.3,0.76,9.5,0.05,0.9,0.2,0.9,2.1,0.08,Non-sand
D121207,63,1,19.3,0.05,0.9,0.1,0.3,3.6,0.19,Non-sand
D121211,81.3,0.66,8.5,0.07,0.9,0.3,0.4,2.1,0.08,Non-sand
D121212,65.9,0.86,13.9,0.1,1.9,1.6,1.9,2.8,0.22,Non-sand
D121220,72.7,1.1,15.8,0.05,0.5,0.2,0.4,3.5,0.07,Non-sand
D121226,70.9,0.83,13.7,0.07,1.2,0.3,0.18,2.7,0.21,Non-sand
D121228,65.9,1.1,18.2,0.05,1.1,0.1,0.5,3.7,0.08,Non-sand
D121230,62,0.55,12.2,0.08,1.4,6.4,0.7,2.8,0.14,Non-sand
D121245,89.3,0.57,4.5,0.06,0.3,0.2,0.2,0.4,0.02,Non-sand
D121246,66.1,0.2,4,0.09,4.9,9.1,0.6,0.5,0.4,Non-sand
D121249,62.4,1.1,19.9,0.03,0.8,0.3,0.4,2.8,0.16,Non-sand
D121252,49.2,0.43,7.7,0.09,3.7,14.8,0.5,1.6,0.1,Non-sand
D121254,66.4,0.77,14.5,0.06,1.9,1.1,0.3,2.9,0.1,Non-sand
D121261,36.5,0.5,10.1,0.14,5.5,17.2,0.24,1.6,0.11,Non-sand
D121267,60,1.1,18,0.02,2.1,0.4,0.2,3.9,0.06,Non-sand
D121269,70.4,0.9,13.8,0.03,1.4,0.9,0.3,3,0.11,Non-sand
D121270,66.1,0.77,14.8,0.06,1.9,0.8,0.2,3,0.09,Non-sand
D121273,73.2,1,13.3,0.08,0.8,0.4,0.2,3.1,0.15,Non-sand
D121276,75.7,0.75,11.2,0.08,0.6,0.4,0.8,1.1,0.06,Non-sand
D121280,69.7,0.95,11.6,0.06,0.8,0.5,0.8,2.2,0.08,Non-sand
D121283,65.4,1,16.4,0.05,1.2,0.5,1.1,3.3,0.24,Non-sand
D121284,77.8,0.94,12.6,0.03,0.6,0.3,0.3,2.1,0.03,Non-sand
D121288,52.4,0.32,5.9,0.03,6.9,12,0.7,1.4,0.09,Non-sand
D121294,63.9,0.88,16.5,0.05,1.7,0.7,0.8,3.2,0.15,Non-sand
D121296,64.1,0.94,18,0.05,1.4,0.7,0.1,2.7,0.11,Non-sand
D121304,69.9,0.94,13.4,0.08,1,0.4,1.8,2.8,0.23,Non-sand
D121307,82.4,0.58,7.5,0.03,1.1,0.4,0.4,1.9,0.02,Non-sand
D121309,59.7,1.1,20.9,0.08,1.4,0.4,1,4.7,1.4,Non-sand
D121311,75.4,1,13.2,0.05,0.6,0.2,0.4,3.6,0.04,Non-sand
D121313,80.7,0.81,7.7,0.02,0.6,0.1,0.5,2,0.03,Non-sand
D121314,74.5,0.81,12.9,0.05,0.7,0.5,0.65,1.8,0.15,Non-sand
D121317,65.2,0.99,16.6,0.07,0.9,0.1,1.1,3.4,0.25,Non-sand
D121318,69.6,1,15.3,0.03,0.8,0.4,0.4,4.4,0.05,Non-sand
D121319,64.2,1.2,19.6,0.03,0.7,0.3,0.6,4.3,0.06,Non-sand
D121323,83.4,0.67,7.7,0.03,0.6,0.8,0.6,1.9,0.06,Non-sand
D121324,61.2,1.1,17.7,0.03,2.4,0.6,0.3,3.7,0.08,Non-sand
D121327,58.9,1,19.7,0.05,1.5,0.8,1.3,4,0.11,Non-sand
D121329,68.8,0.99,14.6,0.03,0.7,0.5,0.6,2.8,0.2,Non-sand
D121332,75,0.88,11.6,0.03,1.1,0.4,1.2,2,0.13,Non-sand
D121335,60.4,1.5,20.7,0.05,1.6,0.2,0.2,3.4,0.04,Non-sand
D121340,45.5,0.4,6.2,0.05,2.2,19.8,0.6,1.1,0.08,Non-sand
D121341,48.5,0.61,11,0.08,6,11.2,0.4,2,0.11,Non-sand
D121342,66.8,0.85,15.4,0.05,1.2,1,0.7,2,0.09,Non-sand
D121344,70.6,0.31,5.4,0.03,3.8,7.1,1,1.1,0.07,Non-sand
D121352,88,0.57,4.9,0.03,0.2,0.2,0.1,0.7,0.03,Non-sand
D121356,65.8,0.82,14.4,0.03,1.6,3.1,0.2,2.5,0.06,Non-sand
D121358,57.4,0.59,6,0.03,4.5,13.1,0.6,1.1,0.07,Non-sand
D121359,75.6,0.87,12.8,0.05,0.6,0.4,0.2,1.9,0.05,Non-sand
D121362,69.9,0.95,14.7,0.05,0.7,0.3,0.3,2.5,0.26,Non-sand
D121363,89.4,1,4.8,0.03,0.2,0.4,0.15,1.1,0.12,Non-sand
D121367,74.6,0.85,11.6,0.05,1,0.1,0.7,1.8,0.21,Non-sand
D121370,86.5,0.8,6.1,0.02,0.3,0.5,0.1,1,0.21,Non-sand
D121371,82.9,0.72,7.5,0.05,0.5,0.1,0.7,1.6,0.17,Non-sand
D121375,44.8,0.42,8.8,0.05,7.2,13.5,0.5,1.2,0.04,Non-sand
D121380,73.5,0.8,11.4,0.05,0.9,0.3,0.85,2.5,0.14,Non-sand
D121382,80,0.77,9.9,0.08,0.6,0.2,1.1,1.7,0.19,Non-sand
D121383,68.2,0.98,13.7,0.08,1.1,0.5,0.7,2.9,0.13,Non-sand
